request_id,department,planning_type,preferred_day,corridor_id,subsection_id,work_area_id,from_station,to_station,asset_id,asset_type,maintenance_type,issue,severity,criticality,urgency,overdue_days,estimated_duration_hours,safety_risk,operational_impact,request_status,planning_cycle,request_source,deadline_day,controller_status,approval_required
REQ-00100,Engineering,NORMAL,Sunday,C01,C01-S04,C01-WA04,ST01,ST02,ENG-00180,Rail,Bridge Inspection,Turnout defect,4,62,MEDIUM,0,4.0,61,61,PENDING,NEXT_7_DAYS,ENGINEERING,Wednesday,PENDING_REVIEW,True
REQ-00101,Engineering,NORMAL,Sunday,C02,C02-S04,C02-WA04,ST02,ST03,ENG-00082,Track,Turnout Maintenance,Turnout defect,3,40,NORMAL,3,3.5,14,28,PENDING,NEXT_7_DAYS,ENGINEERING,Monday,PENDING_REVIEW,True
REQ-00102,Engineering,NORMAL,Wednesday,C04,C04-S04,C04-WA04,ST04,ST05,ENG-00060,Rail,Track Maintenance,Track geometry deviation,3,67,NORMAL,0,2.5,62,77,PENDING,NEXT_7_DAYS,ENGINEERING,Monday,PENDING_REVIEW,True
REQ-00103,Engineering,URGENT,Friday,C01,C01-S04,C01-WA04,ST01,ST02,ENG-00041,Track,Bridge Inspection,Rail wear,3,62,HIGH,2,4.0,62,54,PENDING,NEXT_7_DAYS,ENGINEERING,Friday,PENDING_REVIEW,True
REQ-00104,Engineering,NORMAL,Monday,C01,C01-S03,C01-WA03,ST01,ST02,ENG-00097,Bridge,Turnout Maintenance,Sleeper deterioration,5,66,NORMAL,3,1.5,26,79,PENDING,NEXT_7_DAYS,ENGINEERING,Tuesday,PENDING_REVIEW,True
REQ-00105,Engineering,NORMAL,Friday,C03,C03-S03,C03-WA03,ST03,ST04,ENG-00071,Track,Track Inspection,Ballast condition,2,64,NORMAL,0,3.0,20,83,PENDING,NEXT_7_DAYS,ENGINEERING,Sunday,PENDING_REVIEW,True
REQ-00106,Engineering,URGENT,Saturday,C01,C01-S03,C01-WA03,ST01,ST02,ENG-00139,Track,Track Maintenance,Track geometry deviation,3,48,HIGH,0,2.5,56,100,PENDING,NEXT_7_DAYS,ENGINEERING,Sunday,PENDING_REVIEW,True
REQ-00107,Engineering,NORMAL,Tuesday,C02,C02-S02,C02-WA02,ST02,ST03,ENG-00109,Rail,Track Maintenance,Rail wear,3,49,MEDIUM,1,2.5,31,39,PENDING,NEXT_7_DAYS,ENGINEERING,Wednesday,PENDING_REVIEW,True
REQ-00108,Engineering,URGENT,Friday,C02,C02-S02,C02-WA02,ST02,ST03,ENG-00102,Bridge,Rail Renewal,Ballast condition,1,70,HIGH,5,4.0,55,55,PENDING,NEXT_7_DAYS,ENGINEERING,Saturday,PENDING_REVIEW,True
REQ-00109,Engineering,NORMAL,Thursday,C03,C03-S02,C03-WA02,ST03,ST04,ENG-00001,Sleeper,Sleeper Replacement,Track geometry deviation,4,39,NORMAL,2,1.5,10,17,PENDING,NEXT_7_DAYS,ENGINEERING,Saturday,PENDING_REVIEW,True
REQ-00110,Engineering,EMERGENCY,Friday,C02,C02-S01,C02-WA01,ST02,ST03,ENG-00092,Track,Turnout Maintenance,Joint/weld defect,2,31,IMMEDIATE,0,4.0,50,40,PENDING,NEXT_7_DAYS,ENGINEERING,Friday,PENDING_REVIEW,True
REQ-00111,Engineering,NORMAL,Monday,C03,C03-S04,C03-WA04,ST03,ST04,ENG-00006,Bridge,Turnout Maintenance,Ballast condition,4,91,NORMAL,2,1.5,61,100,PENDING,NEXT_7_DAYS,ENGINEERING,Saturday,PENDING_REVIEW,True
REQ-00112,Engineering,NORMAL,Wednesday,C04,C04-S01,C04-WA01,ST04,ST05,ENG-00166,Track,Track Inspection,Sleeper deterioration,3,75,MEDIUM,2,3.5,48,100,PENDING,NEXT_7_DAYS,ENGINEERING,Sunday,PENDING_REVIEW,True
REQ-00113,Engineering,NORMAL,Tuesday,C02,C02-S01,C02-WA01,ST02,ST03,ENG-00064,Turnout,Turnout Maintenance,Joint/weld defect,2,54,LOW,5,2.5,29,73,PENDING,NEXT_7_DAYS,ENGINEERING,Sunday,PENDING_REVIEW,True
REQ-00114,Engineering,NORMAL,Monday,C03,C03-S03,C03-WA03,ST03,ST04,ENG-00037,Rail,Bridge Inspection,Joint/weld defect,4,55,NORMAL,1,3.5,32,39,PENDING,NEXT_7_DAYS,ENGINEERING,Thursday,PENDING_REVIEW,True
REQ-00115,Engineering,NORMAL,Thursday,C02,C02-S03,C02-WA03,ST02,ST03,ENG-00030,Bridge,Turnout Maintenance,Sleeper deterioration,3,42,NORMAL,0,3.0,28,63,PENDING,NEXT_7_DAYS,ENGINEERING,Saturday,PENDING_REVIEW,True
REQ-00116,Engineering,NORMAL,Tuesday,C04,C04-S02,C04-WA02,ST04,ST05,ENG-00164,Rail,Track Inspection,Rail wear,4,55,MEDIUM,7,3.5,56,45,PENDING,NEXT_7_DAYS,ENGINEERING,Saturday,PENDING_REVIEW,True
REQ-00117,Engineering,NORMAL,Tuesday,C01,C01-S02,C01-WA02,ST01,ST02,ENG-00045,Track,Turnout Maintenance,Sleeper deterioration,4,91,MEDIUM,0,3.5,48,39,PENDING,NEXT_7_DAYS,ENGINEERING,Sunday,PENDING_REVIEW,True
REQ-00118,Engineering,NORMAL,Sunday,C01,C01-S02,C01-WA02,ST01,ST02,ENG-00114,Rail,Sleeper Replacement,Track geometry deviation,4,56,LOW,7,1.5,33,77,PENDING,NEXT_7_DAYS,ENGINEERING,Monday,PENDING_REVIEW,True
REQ-00119,Engineering,URGENT,Saturday,C02,C02-S03,C02-WA03,ST02,ST03,ENG-00041,Turnout,Track Maintenance,Track geometry deviation,3,51,HIGH,3,2.0,10,56,PENDING,NEXT_7_DAYS,ENGINEERING,Sunday,PENDING_REVIEW,True
REQ-00120,Engineering,NORMAL,Sunday,C04,C04-S04,C04-WA04,ST04,ST05,ENG-00002,Sleeper,Track Maintenance,Sleeper deterioration,4,80,NORMAL,5,2.0,84,49,PENDING,NEXT_7_DAYS,ENGINEERING,Monday,PENDING_REVIEW,True
REQ-00121,Engineering,NORMAL,Sunday,C04,C04-S01,C04-WA01,ST04,ST05,ENG-00088,Turnout,Turnout Maintenance,Ballast condition,3,64,NORMAL,0,4.0,47,25,PENDING,NEXT_7_DAYS,ENGINEERING,Friday,PENDING_REVIEW,True
REQ-00122,Engineering,NORMAL,Tuesday,C02,C02-S02,C02-WA02,ST02,ST03,ENG-00145,Sleeper,Bridge Inspection,Joint/weld defect,4,45,NORMAL,0,1.0,24,57,PENDING,NEXT_7_DAYS,ENGINEERING,Sunday,PENDING_REVIEW,True
REQ-00123,Engineering,NORMAL,Thursday,C02,C02-S03,C02-WA03,ST02,ST03,ENG-00056,Sleeper,Bridge Inspection,Rail wear,3,80,LOW,5,3.5,73,43,PENDING,NEXT_7_DAYS,ENGINEERING,Sunday,PENDING_REVIEW,True
REQ-00124,Engineering,NORMAL,Friday,C03,C03-S02,C03-WA02,ST03,ST04,ENG-00023,Sleeper,Turnout Maintenance,Rail wear,3,69,MEDIUM,0,1.5,45,67,PENDING,NEXT_7_DAYS,ENGINEERING,Saturday,PENDING_REVIEW,True
REQ-00125,Engineering,EMERGENCY,Sunday,C02,C02-S01,C02-WA01,ST02,ST03,ENG-00028,Sleeper,Track Inspection,Track geometry deviation,4,41,IMMEDIATE,0,3.0,10,56,PENDING,NEXT_7_DAYS,ENGINEERING,Sunday,PENDING_REVIEW,True
REQ-00126,Engineering,NORMAL,Sunday,C04,C04-S04,C04-WA04,ST04,ST05,ENG-00118,Track,Bridge Inspection,Track geometry deviation,2,67,MEDIUM,1,2.5,39,10,PENDING,NEXT_7_DAYS,ENGINEERING,Wednesday,PENDING_REVIEW,True
REQ-00127,Engineering,NORMAL,Tuesday,C04,C04-S01,C04-WA01,ST04,ST05,ENG-00022,Rail,Track Inspection,Track geometry deviation,4,45,MEDIUM,0,1.0,43,87,PENDING,NEXT_7_DAYS,ENGINEERING,Wednesday,PENDING_REVIEW,True
REQ-00128,Engineering,NORMAL,Wednesday,C02,C02-S03,C02-WA03,ST02,ST03,ENG-00153,Track,Track Inspection,Track geometry deviation,2,83,LOW,3,2.5,82,77,PENDING,NEXT_7_DAYS,ENGINEERING,Saturday,PENDING_REVIEW,True
REQ-00129,Engineering,URGENT,Wednesday,C03,C03-S01,C03-WA01,ST03,ST04,ENG-00011,Turnout,Track Maintenance,Sleeper deterioration,3,60,HIGH,10,1.0,46,68,PENDING,NEXT_7_DAYS,ENGINEERING,Thursday,PENDING_REVIEW,True
REQ-00130,Engineering,NORMAL,Saturday,C02,C02-S03,C02-WA03,ST02,ST03,ENG-00001,Bridge,Turnout Maintenance,Joint/weld defect,4,58,MEDIUM,0,3.5,89,16,PENDING,NEXT_7_DAYS,ENGINEERING,Wednesday,PENDING_REVIEW,True
REQ-00131,Engineering,NORMAL,Saturday,C02,C02-S02,C02-WA02,ST02,ST03,ENG-00156,Track,Track Inspection,Joint/weld defect,5,83,MEDIUM,2,3.5,48,40,PENDING,NEXT_7_DAYS,ENGINEERING,Thursday,PENDING_REVIEW,True
REQ-00132,Engineering,NORMAL,Thursday,C03,C03-S02,C03-WA02,ST03,ST04,ENG-00014,Turnout,Rail Renewal,Ballast condition,2,46,NORMAL,3,2.5,45,23,PENDING,NEXT_7_DAYS,ENGINEERING,Sunday,PENDING_REVIEW,True
REQ-00133,Engineering,NORMAL,Wednesday,C02,C02-S03,C02-WA03,ST02,ST03,ENG-00166,Rail,Sleeper Replacement,Ballast condition,3,47,NORMAL,1,1.5,18,65,PENDING,NEXT_7_DAYS,ENGINEERING,Thursday,PENDING_REVIEW,True
REQ-00134,Engineering,NORMAL,Wednesday,C04,C04-S04,C04-WA04,ST04,ST05,ENG-00067,Track,Rail Renewal,Sleeper deterioration,4,40,LOW,0,2.5,50,10,PENDING,NEXT_7_DAYS,ENGINEERING,Thursday,PENDING_REVIEW,True
REQ-00135,Engineering,NORMAL,Monday,C02,C02-S01,C02-WA01,ST02,ST03,ENG-00160,Bridge,Rail Renewal,Rail wear,5,55,LOW,0,2.0,45,54,PENDING,NEXT_7_DAYS,ENGINEERING,Wednesday,PENDING_REVIEW,True
REQ-00136,Engineering,NORMAL,Monday,C04,C04-S02,C04-WA02,ST04,ST05,ENG-00134,Rail,Track Maintenance,Ballast condition,2,65,NORMAL,0,2.0,31,65,PENDING,NEXT_7_DAYS,ENGINEERING,Friday,PENDING_REVIEW,True
REQ-00137,Engineering,URGENT,Tuesday,C01,C01-S01,C01-WA01,ST01,ST02,ENG-00096,Track,Track Inspection,Sleeper deterioration,2,21,HIGH,1,1.0,21,42,PENDING,NEXT_7_DAYS,ENGINEERING,Tuesday,PENDING_REVIEW,True
REQ-00138,Engineering,NORMAL,Thursday,C04,C04-S04,C04-WA04,ST04,ST05,ENG-00014,Bridge,Track Maintenance,Ballast condition,2,92,LOW,0,3.5,47,91,PENDING,NEXT_7_DAYS,ENGINEERING,Saturday,PENDING_REVIEW,True
REQ-00139,Engineering,NORMAL,Monday,C04,C04-S04,C04-WA04,ST04,ST05,ENG-00179,Rail,Bridge Inspection,Turnout defect,4,50,NORMAL,2,4.0,62,51,PENDING,NEXT_7_DAYS,ENGINEERING,Saturday,PENDING_REVIEW,True
REQ-00140,Engineering,NORMAL,Saturday,C04,C04-S01,C04-WA01,ST04,ST05,ENG-00005,Sleeper,Track Inspection,Ballast condition,4,36,MEDIUM,1,3.0,24,92,PENDING,NEXT_7_DAYS,ENGINEERING,Sunday,PENDING_REVIEW,True
REQ-00141,S&T,EMERGENCY,Thursday,C02,C02-S01,C02-WA01,ST02,ST03,S&T-00257,Track Circuit,Point Machine Maintenance,Point machine abnormality,2,27,IMMEDIATE,0,1.5,10,51,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Thursday,PENDING_REVIEW,True
REQ-00142,S&T,NORMAL,Sunday,C04,C04-S01,C04-WA01,ST04,ST05,S&T-00232,Telecom,Axle Counter Inspection,Point machine abnormality,3,52,NORMAL,7,2.5,28,51,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Friday,PENDING_REVIEW,True
REQ-00143,S&T,NORMAL,Monday,C03,C03-S03,C03-WA03,ST03,ST04,S&T-00210,Axle Counter,Signal Inspection,Signal aspect fault,2,74,NORMAL,0,2.5,67,31,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Wednesday,PENDING_REVIEW,True
REQ-00144,S&T,URGENT,Tuesday,C04,C04-S04,C04-WA04,ST04,ST05,S&T-00215,Track Circuit,Telecom Maintenance,Point machine abnormality,4,80,HIGH,0,0.5,59,78,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Thursday,PENDING_REVIEW,True
REQ-00145,S&T,NORMAL,Friday,C02,C02-S02,C02-WA02,ST02,ST03,S&T-00243,Axle Counter,Telecom Maintenance,Axle counter indication fault,3,24,MEDIUM,1,3.0,10,51,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Monday,PENDING_REVIEW,True
REQ-00146,S&T,NORMAL,Thursday,C01,C01-S04,C01-WA04,ST01,ST02,S&T-00257,Telecom,Axle Counter Inspection,Point machine abnormality,5,45,NORMAL,5,1.0,10,66,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Sunday,PENDING_REVIEW,True
REQ-00147,S&T,NORMAL,Saturday,C03,C03-S04,C03-WA04,ST03,ST04,S&T-00252,Telecom,Point Machine Maintenance,Point machine abnormality,3,59,NORMAL,1,0.5,43,47,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Monday,PENDING_REVIEW,True
REQ-00148,S&T,NORMAL,Sunday,C04,C04-S01,C04-WA01,ST04,ST05,S&T-00186,Track Circuit,Point Machine Maintenance,Track circuit intermittent fault,2,34,LOW,2,3.0,10,49,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Thursday,PENDING_REVIEW,True
REQ-00149,S&T,NORMAL,Friday,C03,C03-S04,C03-WA04,ST03,ST04,S&T-00315,Signal,Point Machine Maintenance,Signal aspect fault,1,63,LOW,5,1.0,44,69,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Monday,PENDING_REVIEW,True
REQ-00150,S&T,NORMAL,Saturday,C02,C02-S01,C02-WA01,ST02,ST03,S&T-00265,Point Machine,Point Machine Maintenance,Track circuit intermittent fault,3,90,NORMAL,0,1.5,72,59,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Sunday,PENDING_REVIEW,True
REQ-00151,S&T,NORMAL,Monday,C03,C03-S01,C03-WA01,ST03,ST04,S&T-00275,Axle Counter,Telecom Maintenance,Signal aspect fault,4,56,NORMAL,2,2.5,27,39,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Friday,PENDING_REVIEW,True
REQ-00152,S&T,EMERGENCY,Monday,C01,C01-S04,C01-WA04,ST01,ST02,S&T-00227,Track Circuit,Signal Maintenance,Point machine abnormality,2,39,IMMEDIATE,5,2.0,29,21,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Monday,PENDING_REVIEW,True
REQ-00153,S&T,NORMAL,Tuesday,C02,C02-S02,C02-WA02,ST02,ST03,S&T-00258,Axle Counter,Axle Counter Inspection,Track circuit intermittent fault,5,37,NORMAL,2,2.5,10,31,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Friday,PENDING_REVIEW,True
REQ-00154,S&T,NORMAL,Tuesday,C03,C03-S03,C03-WA03,ST03,ST04,S&T-00284,Signal,Signal Maintenance,Communication equipment fault,5,35,NORMAL,1,3.0,10,10,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Wednesday,PENDING_REVIEW,True
REQ-00155,S&T,NORMAL,Wednesday,C02,C02-S04,C02-WA04,ST02,ST03,S&T-00263,Point Machine,Point Machine Maintenance,Communication equipment fault,3,46,NORMAL,0,0.5,26,61,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Sunday,PENDING_REVIEW,True
REQ-00156,S&T,NORMAL,Sunday,C03,C03-S02,C03-WA02,ST03,ST04,S&T-00283,Signal,Signal Maintenance,Track circuit intermittent fault,2,59,MEDIUM,2,2.5,56,22,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Tuesday,PENDING_REVIEW,True
REQ-00157,S&T,URGENT,Friday,C03,C03-S03,C03-WA03,ST03,ST04,S&T-00181,Track Circuit,Signal Maintenance,Axle counter indication fault,5,56,HIGH,0,2.5,32,58,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Sunday,PENDING_REVIEW,True
REQ-00158,S&T,NORMAL,Saturday,C04,C04-S02,C04-WA02,ST04,ST05,S&T-00291,Point Machine,Signal Maintenance,Point machine abnormality,4,44,MEDIUM,10,0.5,58,72,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Monday,PENDING_REVIEW,True
REQ-00159,S&T,NORMAL,Wednesday,C03,C03-S03,C03-WA03,ST03,ST04,S&T-00241,Track Circuit,Signal Inspection,Point machine abnormality,5,49,NORMAL,5,3.0,30,53,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Friday,PENDING_REVIEW,True
REQ-00160,S&T,NORMAL,Tuesday,C03,C03-S03,C03-WA03,ST03,ST04,S&T-00182,Axle Counter,Point Machine Maintenance,Track circuit intermittent fault,3,70,NORMAL,1,1.5,44,70,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Thursday,PENDING_REVIEW,True
REQ-00161,S&T,URGENT,Tuesday,C02,C02-S01,C02-WA01,ST02,ST03,S&T-00354,Telecom,Telecom Maintenance,Track circuit intermittent fault,2,61,HIGH,2,2.0,68,30,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Thursday,PENDING_REVIEW,True
REQ-00162,S&T,NORMAL,Wednesday,C01,C01-S01,C01-WA01,ST01,ST02,S&T-00207,Point Machine,Axle Counter Inspection,Axle counter indication fault,3,42,NORMAL,5,2.5,14,17,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Thursday,PENDING_REVIEW,True
REQ-00163,S&T,NORMAL,Wednesday,C04,C04-S01,C04-WA01,ST04,ST05,S&T-00184,Axle Counter,Point Machine Maintenance,Point machine abnormality,5,69,NORMAL,2,3.0,66,51,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Sunday,PENDING_REVIEW,True
REQ-00164,S&T,NORMAL,Monday,C01,C01-S04,C01-WA04,ST01,ST02,S&T-00347,Point Machine,Point Machine Maintenance,Communication equipment fault,2,69,NORMAL,7,0.5,56,55,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Thursday,PENDING_REVIEW,True
REQ-00165,S&T,NORMAL,Thursday,C03,C03-S01,C03-WA01,ST03,ST04,S&T-00358,Signal,Track Circuit Testing,Communication equipment fault,3,73,LOW,5,2.5,39,40,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Saturday,PENDING_REVIEW,True
REQ-00166,S&T,NORMAL,Friday,C03,C03-S03,C03-WA03,ST03,ST04,S&T-00226,Signal,Signal Inspection,Point machine abnormality,1,53,NORMAL,2,2.0,88,40,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Tuesday,PENDING_REVIEW,True
REQ-00167,S&T,EMERGENCY,Sunday,C02,C02-S03,C02-WA03,ST02,ST03,S&T-00305,Point Machine,Track Circuit Testing,Axle counter indication fault,4,41,IMMEDIATE,1,3.0,46,31,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Sunday,PENDING_REVIEW,True
REQ-00168,S&T,EMERGENCY,Thursday,C04,C04-S02,C04-WA02,ST04,ST05,S&T-00261,Track Circuit,Signal Maintenance,Point machine abnormality,4,38,IMMEDIATE,0,2.0,10,85,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Thursday,PENDING_REVIEW,True
REQ-00169,S&T,NORMAL,Sunday,C04,C04-S03,C04-WA03,ST04,ST05,S&T-00287,Axle Counter,Axle Counter Inspection,Communication equipment fault,5,17,LOW,7,1.0,10,16,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Tuesday,PENDING_REVIEW,True
REQ-00170,S&T,URGENT,Saturday,C04,C04-S03,C04-WA03,ST04,ST05,S&T-00207,Telecom,Point Machine Maintenance,Point machine abnormality,4,65,HIGH,1,3.0,52,85,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Sunday,PENDING_REVIEW,True
REQ-00171,S&T,NORMAL,Wednesday,C02,C02-S03,C02-WA03,ST02,ST03,S&T-00256,Point Machine,Point Machine Maintenance,Point machine abnormality,3,77,NORMAL,2,0.5,55,79,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Friday,PENDING_REVIEW,True
REQ-00172,S&T,NORMAL,Wednesday,C01,C01-S01,C01-WA01,ST01,ST02,S&T-00352,Track Circuit,Signal Maintenance,Track circuit intermittent fault,2,64,LOW,1,3.0,57,25,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Saturday,PENDING_REVIEW,True
REQ-00173,S&T,URGENT,Tuesday,C04,C04-S01,C04-WA01,ST04,ST05,S&T-00283,Point Machine,Point Machine Maintenance,Track circuit intermittent fault,2,65,HIGH,0,0.5,31,75,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Wednesday,PENDING_REVIEW,True
REQ-00174,S&T,NORMAL,Monday,C01,C01-S01,C01-WA01,ST01,ST02,S&T-00186,Track Circuit,Telecom Maintenance,Communication equipment fault,4,56,NORMAL,1,2.5,34,51,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Saturday,PENDING_REVIEW,True
REQ-00175,S&T,NORMAL,Wednesday,C03,C03-S04,C03-WA04,ST03,ST04,S&T-00220,Axle Counter,Track Circuit Testing,Axle counter indication fault,1,56,NORMAL,0,1.5,38,58,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Friday,PENDING_REVIEW,True
REQ-00176,S&T,NORMAL,Thursday,C01,C01-S01,C01-WA01,ST01,ST02,S&T-00324,Track Circuit,Telecom Maintenance,Axle counter indication fault,3,68,MEDIUM,0,1.5,53,88,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Tuesday,PENDING_REVIEW,True
REQ-00177,S&T,NORMAL,Sunday,C01,C01-S01,C01-WA01,ST01,ST02,S&T-00352,Signal,Point Machine Maintenance,Track circuit intermittent fault,2,48,MEDIUM,7,3.0,20,67,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Friday,PENDING_REVIEW,True
REQ-00178,S&T,NORMAL,Thursday,C03,C03-S03,C03-WA03,ST03,ST04,S&T-00205,Telecom,Track Circuit Testing,Signal aspect fault,1,55,MEDIUM,0,1.0,31,63,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Friday,PENDING_REVIEW,True
REQ-00179,S&T,NORMAL,Thursday,C03,C03-S03,C03-WA03,ST03,ST04,S&T-00283,Point Machine,Signal Inspection,Point machine abnormality,4,69,MEDIUM,0,1.0,28,66,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Friday,PENDING_REVIEW,True
REQ-00180,S&T,NORMAL,Friday,C03,C03-S04,C03-WA04,ST03,ST04,S&T-00187,Point Machine,Track Circuit Testing,Track circuit intermittent fault,4,65,NORMAL,0,2.5,34,63,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Saturday,PENDING_REVIEW,True
REQ-00181,S&T,NORMAL,Friday,C03,C03-S03,C03-WA03,ST03,ST04,S&T-00190,Point Machine,Track Circuit Testing,Communication equipment fault,4,72,NORMAL,3,1.5,52,56,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Sunday,PENDING_REVIEW,True
REQ-00182,S&T,NORMAL,Friday,C02,C02-S02,C02-WA02,ST02,ST03,S&T-00222,Axle Counter,Signal Inspection,Point machine abnormality,1,29,MEDIUM,10,0.5,45,40,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Monday,PENDING_REVIEW,True
REQ-00183,S&T,NORMAL,Saturday,C04,C04-S03,C04-WA03,ST04,ST05,S&T-00327,Track Circuit,Point Machine Maintenance,Axle counter indication fault,3,54,NORMAL,0,2.0,46,67,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Sunday,PENDING_REVIEW,True
REQ-00184,S&T,NORMAL,Wednesday,C04,C04-S01,C04-WA01,ST04,ST05,S&T-00200,Point Machine,Track Circuit Testing,Signal aspect fault,4,78,NORMAL,7,1.5,20,10,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Thursday,PENDING_REVIEW,True
REQ-00185,S&T,NORMAL,Saturday,C03,C03-S02,C03-WA02,ST03,ST04,S&T-00207,Axle Counter,Axle Counter Inspection,Track circuit intermittent fault,1,55,MEDIUM,3,0.5,87,46,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Monday,PENDING_REVIEW,True
REQ-00186,S&T,URGENT,Sunday,C04,C04-S01,C04-WA01,ST04,ST05,S&T-00275,Track Circuit,Signal Inspection,Axle counter indication fault,4,63,HIGH,1,1.5,59,19,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Sunday,PENDING_REVIEW,True
REQ-00187,S&T,NORMAL,Saturday,C04,C04-S02,C04-WA02,ST04,ST05,S&T-00302,Telecom,Axle Counter Inspection,Axle counter indication fault,3,91,NORMAL,0,1.0,89,70,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Wednesday,PENDING_REVIEW,True
REQ-00188,S&T,NORMAL,Saturday,C04,C04-S03,C04-WA03,ST04,ST05,S&T-00301,Telecom,Axle Counter Inspection,Axle counter indication fault,2,48,NORMAL,0,0.5,25,10,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Sunday,PENDING_REVIEW,True
REQ-00189,S&T,URGENT,Tuesday,C03,C03-S02,C03-WA02,ST03,ST04,S&T-00185,Point Machine,Telecom Maintenance,Signal aspect fault,4,62,HIGH,0,1.0,16,40,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Wednesday,PENDING_REVIEW,True
REQ-00190,S&T,NORMAL,Monday,C01,C01-S01,C01-WA01,ST01,ST02,S&T-00287,Signal,Signal Inspection,Track circuit intermittent fault,3,76,MEDIUM,10,1.5,40,67,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Saturday,PENDING_REVIEW,True
REQ-00191,S&T,NORMAL,Monday,C04,C04-S02,C04-WA02,ST04,ST05,S&T-00238,Axle Counter,Signal Inspection,Signal aspect fault,3,48,LOW,0,3.0,33,10,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Friday,PENDING_REVIEW,True
REQ-00192,S&T,NORMAL,Tuesday,C03,C03-S03,C03-WA03,ST03,ST04,S&T-00310,Telecom,Signal Inspection,Point machine abnormality,2,13,MEDIUM,0,2.5,10,43,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Thursday,PENDING_REVIEW,True
REQ-00193,S&T,NORMAL,Friday,C04,C04-S04,C04-WA04,ST04,ST05,S&T-00341,Track Circuit,Telecom Maintenance,Signal aspect fault,3,65,NORMAL,0,0.5,26,71,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Monday,PENDING_REVIEW,True
REQ-00194,S&T,EMERGENCY,Thursday,C02,C02-S04,C02-WA04,ST02,ST03,S&T-00265,Point Machine,Signal Inspection,Axle counter indication fault,3,50,IMMEDIATE,0,3.0,34,37,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Thursday,PENDING_REVIEW,True
REQ-00195,S&T,NORMAL,Sunday,C04,C04-S04,C04-WA04,ST04,ST05,S&T-00199,Signal,Point Machine Maintenance,Axle counter indication fault,3,67,NORMAL,0,3.0,33,66,PENDING,NEXT_7_DAYS,SIGNAL_TELECOM,Monday,PENDING_REVIEW,True
