asset_id,department,asset_type,component_type,corridor_id,subsection_id,work_area_id,from_station,to_station,asset_status,criticality_class,typical_issue
S&T-00205,S&T,Telecom,Communication,C02,C02-S04,C02-WA04,ST02,ST03,MONITORING,MEDIUM,Communication equipment fault
S&T-00206,S&T,Signal,Signal,C03,C03-S04,C03-WA04,ST03,ST04,IN_SERVICE,LOW,Signal aspect fault
S&T-00207,S&T,Axle Counter,Axle Counter,C04,C04-S03,C04-WA03,ST04,ST05,MONITORING,MEDIUM,Axle counter indication fault
S&T-00208,S&T,Telecom,Communication,C02,C02-S03,C02-WA03,ST02,ST03,IN_SERVICE,MEDIUM,Communication equipment fault
S&T-00209,S&T,Signal,Signal,C04,C04-S03,C04-WA03,ST04,ST05,MONITORING,MEDIUM,Signal aspect fault
S&T-00210,S&T,Telecom,Communication,C04,C04-S03,C04-WA03,ST04,ST05,IN_SERVICE,LOW,Communication equipment fault
S&T-00211,S&T,Track Circuit,Track Circuit,C02,C02-S01,C02-WA01,ST02,ST03,IN_SERVICE,MEDIUM,Track circuit intermittent fault
S&T-00212,S&T,Axle Counter,Axle Counter,C01,C01-S01,C01-WA01,ST01,ST02,IN_SERVICE,MEDIUM,Axle counter indication fault
S&T-00213,S&T,Track Circuit,Track Circuit,C03,C03-S04,C03-WA04,ST03,ST04,MONITORING,MEDIUM,Track circuit intermittent fault
S&T-00214,S&T,Telecom,Communication,C02,C02-S02,C02-WA02,ST02,ST03,IN_SERVICE,CRITICAL,Communication equipment fault
S&T-00215,S&T,Axle Counter,Axle Counter,C01,C01-S02,C01-WA02,ST01,ST02,IN_SERVICE,HIGH,Axle counter indication fault
S&T-00216,S&T,Telecom,Communication,C01,C01-S04,C01-WA04,ST01,ST02,MONITORING,MEDIUM,Communication equipment fault
S&T-00217,S&T,Axle Counter,Axle Counter,C02,C02-S03,C02-WA03,ST02,ST03,MONITORING,LOW,Axle counter indication fault
S&T-00218,S&T,Signal,Signal,C01,C01-S02,C01-WA02,ST01,ST02,IN_SERVICE,MEDIUM,Signal aspect fault
S&T-00219,S&T,Telecom,Communication,C02,C02-S03,C02-WA03,ST02,ST03,IN_SERVICE,HIGH,Communication equipment fault
S&T-00220,S&T,Track Circuit,Track Circuit,C04,C04-S01,C04-WA01,ST04,ST05,MONITORING,MEDIUM,Track circuit intermittent fault
S&T-00221,S&T,Point Machine,Point Machine,C04,C04-S01,C04-WA01,ST04,ST05,IN_SERVICE,MEDIUM,Point machine abnormality
S&T-00222,S&T,Telecom,Communication,C02,C02-S02,C02-WA02,ST02,ST03,IN_SERVICE,MEDIUM,Communication equipment fault
S&T-00223,S&T,Signal,Signal,C01,C01-S04,C01-WA04,ST01,ST02,IN_SERVICE,LOW,Signal aspect fault
S&T-00224,S&T,Telecom,Communication,C03,C03-S01,C03-WA01,ST03,ST04,IN_SERVICE,CRITICAL,Communication equipment fault
S&T-00225,S&T,Axle Counter,Axle Counter,C02,C02-S03,C02-WA03,ST02,ST03,MONITORING,HIGH,Axle counter indication fault
S&T-00226,S&T,Track Circuit,Track Circuit,C04,C04-S04,C04-WA04,ST04,ST05,IN_SERVICE,CRITICAL,Track circuit intermittent fault
S&T-00227,S&T,Track Circuit,Track Circuit,C01,C01-S04,C01-WA04,ST01,ST02,IN_SERVICE,HIGH,Track circuit intermittent fault
S&T-00228,S&T,Axle Counter,Axle Counter,C01,C01-S03,C01-WA03,ST01,ST02,IN_SERVICE,LOW,Axle counter indication fault
S&T-00229,S&T,Signal,Signal,C01,C01-S04,C01-WA04,ST01,ST02,IN_SERVICE,MEDIUM,Signal aspect fault
S&T-00230,S&T,Signal,Signal,C02,C02-S04,C02-WA04,ST02,ST03,IN_SERVICE,HIGH,Signal aspect fault
S&T-00231,S&T,Telecom,Communication,C01,C01-S01,C01-WA01,ST01,ST02,IN_SERVICE,MEDIUM,Communication equipment fault
S&T-00232,S&T,Signal,Signal,C03,C03-S04,C03-WA04,ST03,ST04,IN_SERVICE,HIGH,Signal aspect fault
S&T-00233,S&T,Track Circuit,Track Circuit,C04,C04-S02,C04-WA02,ST04,ST05,IN_SERVICE,MEDIUM,Track circuit intermittent fault
S&T-00234,S&T,Telecom,Communication,C03,C03-S01,C03-WA01,ST03,ST04,IN_SERVICE,MEDIUM,Communication equipment fault
S&T-00235,S&T,Axle Counter,Axle Counter,C04,C04-S03,C04-WA03,ST04,ST05,IN_SERVICE,MEDIUM,Axle counter indication fault
S&T-00236,S&T,Point Machine,Point Machine,C02,C02-S04,C02-WA04,ST02,ST03,IN_SERVICE,LOW,Point machine abnormality
S&T-00237,S&T,Track Circuit,Track Circuit,C03,C03-S01,C03-WA01,ST03,ST04,IN_SERVICE,HIGH,Track circuit intermittent fault
S&T-00238,S&T,Track Circuit,Track Circuit,C02,C02-S04,C02-WA04,ST02,ST03,MONITORING,MEDIUM,Track circuit intermittent fault
S&T-00239,S&T,Track Circuit,Track Circuit,C04,C04-S01,C04-WA01,ST04,ST05,IN_SERVICE,LOW,Track circuit intermittent fault
S&T-00240,S&T,Track Circuit,Track Circuit,C04,C04-S03,C04-WA03,ST04,ST05,IN_SERVICE,MEDIUM,Track circuit intermittent fault
S&T-00241,S&T,Point Machine,Point Machine,C03,C03-S04,C03-WA04,ST03,ST04,MONITORING,CRITICAL,Point machine abnormality
S&T-00242,S&T,Point Machine,Point Machine,C01,C01-S01,C01-WA01,ST01,ST02,IN_SERVICE,HIGH,Point machine abnormality
S&T-00243,S&T,Telecom,Communication,C03,C03-S02,C03-WA02,ST03,ST04,IN_SERVICE,MEDIUM,Communication equipment fault
S&T-00244,S&T,Track Circuit,Track Circuit,C02,C02-S01,C02-WA01,ST02,ST03,IN_SERVICE,LOW,Track circuit intermittent fault
S&T-00245,S&T,Signal,Signal,C04,C04-S01,C04-WA01,ST04,ST05,MONITORING,CRITICAL,Signal aspect fault
S&T-00246,S&T,Track Circuit,Track Circuit,C01,C01-S03,C01-WA03,ST01,ST02,IN_SERVICE,CRITICAL,Track circuit intermittent fault
S&T-00247,S&T,Telecom,Communication,C01,C01-S02,C01-WA02,ST01,ST02,MONITORING,MEDIUM,Communication equipment fault
S&T-00248,S&T,Signal,Signal,C04,C04-S02,C04-WA02,ST04,ST05,IN_SERVICE,HIGH,Signal aspect fault
S&T-00249,S&T,Track Circuit,Track Circuit,C02,C02-S03,C02-WA03,ST02,ST03,IN_SERVICE,CRITICAL,Track circuit intermittent fault
S&T-00250,S&T,Signal,Signal,C01,C01-S03,C01-WA03,ST01,ST02,MONITORING,MEDIUM,Signal aspect fault
S&T-00251,S&T,Telecom,Communication,C03,C03-S03,C03-WA03,ST03,ST04,MONITORING,HIGH,Communication equipment fault
S&T-00252,S&T,Telecom,Communication,C03,C03-S04,C03-WA04,ST03,ST04,IN_SERVICE,LOW,Communication equipment fault
S&T-00253,S&T,Point Machine,Point Machine,C01,C01-S02,C01-WA02,ST01,ST02,IN_SERVICE,LOW,Point machine abnormality
S&T-00254,S&T,Point Machine,Point Machine,C03,C03-S01,C03-WA01,ST03,ST04,MONITORING,MEDIUM,Point machine abnormality
S&T-00255,S&T,Point Machine,Point Machine,C01,C01-S04,C01-WA04,ST01,ST02,IN_SERVICE,LOW,Point machine abnormality
S&T-00256,S&T,Track Circuit,Track Circuit,C02,C02-S03,C02-WA03,ST02,ST03,IN_SERVICE,MEDIUM,Track circuit intermittent fault
S&T-00257,S&T,Telecom,Communication,C04,C04-S03,C04-WA03,ST04,ST05,MONITORING,CRITICAL,Communication equipment fault
S&T-00258,S&T,Telecom,Communication,C03,C03-S02,C03-WA02,ST03,ST04,IN_SERVICE,HIGH,Communication equipment fault
S&T-00259,S&T,Signal,Signal,C04,C04-S01,C04-WA01,ST04,ST05,IN_SERVICE,HIGH,Signal aspect fault
S&T-00260,S&T,Point Machine,Point Machine,C04,C04-S04,C04-WA04,ST04,ST05,IN_SERVICE,CRITICAL,Point machine abnormality
S&T-00261,S&T,Axle Counter,Axle Counter,C03,C03-S04,C03-WA04,ST03,ST04,IN_SERVICE,MEDIUM,Axle counter indication fault
S&T-00262,S&T,Track Circuit,Track Circuit,C03,C03-S02,C03-WA02,ST03,ST04,IN_SERVICE,MEDIUM,Track circuit intermittent fault
S&T-00263,S&T,Signal,Signal,C04,C04-S04,C04-WA04,ST04,ST05,IN_SERVICE,MEDIUM,Signal aspect fault
S&T-00264,S&T,Telecom,Communication,C04,C04-S04,C04-WA04,ST04,ST05,IN_SERVICE,CRITICAL,Communication equipment fault
S&T-00265,S&T,Telecom,Communication,C01,C01-S02,C01-WA02,ST01,ST02,IN_SERVICE,MEDIUM,Communication equipment fault
S&T-00266,S&T,Telecom,Communication,C04,C04-S04,C04-WA04,ST04,ST05,IN_SERVICE,CRITICAL,Communication equipment fault
S&T-00267,S&T,Point Machine,Point Machine,C01,C01-S02,C01-WA02,ST01,ST02,IN_SERVICE,LOW,Point machine abnormality
S&T-00268,S&T,Track Circuit,Track Circuit,C02,C02-S01,C02-WA01,ST02,ST03,IN_SERVICE,LOW,Track circuit intermittent fault
S&T-00269,S&T,Point Machine,Point Machine,C01,C01-S02,C01-WA02,ST01,ST02,IN_SERVICE,CRITICAL,Point machine abnormality
S&T-00270,S&T,Point Machine,Point Machine,C03,C03-S03,C03-WA03,ST03,ST04,IN_SERVICE,HIGH,Point machine abnormality
S&T-00271,S&T,Track Circuit,Track Circuit,C02,C02-S03,C02-WA03,ST02,ST03,IN_SERVICE,MEDIUM,Track circuit intermittent fault
S&T-00272,S&T,Point Machine,Point Machine,C01,C01-S01,C01-WA01,ST01,ST02,IN_SERVICE,LOW,Point machine abnormality
S&T-00273,S&T,Track Circuit,Track Circuit,C01,C01-S02,C01-WA02,ST01,ST02,IN_SERVICE,LOW,Track circuit intermittent fault
S&T-00274,S&T,Telecom,Communication,C04,C04-S02,C04-WA02,ST04,ST05,IN_SERVICE,MEDIUM,Communication equipment fault
S&T-00275,S&T,Axle Counter,Axle Counter,C02,C02-S03,C02-WA03,ST02,ST03,IN_SERVICE,CRITICAL,Axle counter indication fault
S&T-00276,S&T,Telecom,Communication,C01,C01-S02,C01-WA02,ST01,ST02,IN_SERVICE,MEDIUM,Communication equipment fault
S&T-00277,S&T,Telecom,Communication,C04,C04-S02,C04-WA02,ST04,ST05,IN_SERVICE,HIGH,Communication equipment fault
S&T-00278,S&T,Axle Counter,Axle Counter,C03,C03-S02,C03-WA02,ST03,ST04,IN_SERVICE,HIGH,Axle counter indication fault
S&T-00279,S&T,Telecom,Communication,C02,C02-S03,C02-WA03,ST02,ST03,IN_SERVICE,HIGH,Communication equipment fault
S&T-00280,S&T,Track Circuit,Track Circuit,C01,C01-S04,C01-WA04,ST01,ST02,IN_SERVICE,CRITICAL,Track circuit intermittent fault
S&T-00281,S&T,Track Circuit,Track Circuit,C03,C03-S03,C03-WA03,ST03,ST04,IN_SERVICE,CRITICAL,Track circuit intermittent fault
S&T-00282,S&T,Telecom,Communication,C01,C01-S02,C01-WA02,ST01,ST02,IN_SERVICE,HIGH,Communication equipment fault
S&T-00283,S&T,Signal,Signal,C03,C03-S01,C03-WA01,ST03,ST04,MONITORING,HIGH,Signal aspect fault
S&T-00284,S&T,Telecom,Communication,C01,C01-S04,C01-WA04,ST01,ST02,MONITORING,MEDIUM,Communication equipment fault
S&T-00285,S&T,Axle Counter,Axle Counter,C02,C02-S02,C02-WA02,ST02,ST03,MONITORING,HIGH,Axle counter indication fault
S&T-00286,S&T,Track Circuit,Track Circuit,C01,C01-S02,C01-WA02,ST01,ST02,IN_SERVICE,MEDIUM,Track circuit intermittent fault
S&T-00287,S&T,Telecom,Communication,C02,C02-S01,C02-WA01,ST02,ST03,IN_SERVICE,MEDIUM,Communication equipment fault
S&T-00288,S&T,Track Circuit,Track Circuit,C01,C01-S02,C01-WA02,ST01,ST02,IN_SERVICE,LOW,Track circuit intermittent fault
S&T-00289,S&T,Signal,Signal,C04,C04-S02,C04-WA02,ST04,ST05,IN_SERVICE,HIGH,Signal aspect fault
S&T-00290,S&T,Axle Counter,Axle Counter,C03,C03-S01,C03-WA01,ST03,ST04,IN_SERVICE,MEDIUM,Axle counter indication fault
S&T-00291,S&T,Track Circuit,Track Circuit,C01,C01-S01,C01-WA01,ST01,ST02,IN_SERVICE,MEDIUM,Track circuit intermittent fault
S&T-00292,S&T,Point Machine,Point Machine,C03,C03-S02,C03-WA02,ST03,ST04,MONITORING,MEDIUM,Point machine abnormality
S&T-00293,S&T,Track Circuit,Track Circuit,C02,C02-S04,C02-WA04,ST02,ST03,MONITORING,HIGH,Track circuit intermittent fault
S&T-00294,S&T,Signal,Signal,C04,C04-S02,C04-WA02,ST04,ST05,IN_SERVICE,MEDIUM,Signal aspect fault
S&T-00295,S&T,Telecom,Communication,C04,C04-S03,C04-WA03,ST04,ST05,IN_SERVICE,MEDIUM,Communication equipment fault
S&T-00296,S&T,Axle Counter,Axle Counter,C01,C01-S01,C01-WA01,ST01,ST02,IN_SERVICE,MEDIUM,Axle counter indication fault
S&T-00297,S&T,Track Circuit,Track Circuit,C01,C01-S03,C01-WA03,ST01,ST02,IN_SERVICE,MEDIUM,Track circuit intermittent fault
S&T-00298,S&T,Axle Counter,Axle Counter,C04,C04-S02,C04-WA02,ST04,ST05,IN_SERVICE,MEDIUM,Axle counter indication fault
S&T-00299,S&T,Telecom,Communication,C02,C02-S01,C02-WA01,ST02,ST03,IN_SERVICE,CRITICAL,Communication equipment fault
S&T-00300,S&T,Telecom,Communication,C04,C04-S02,C04-WA02,ST04,ST05,IN_SERVICE,CRITICAL,Communication equipment fault
S&T-00301,S&T,Telecom,Communication,C03,C03-S01,C03-WA01,ST03,ST04,IN_SERVICE,MEDIUM,Communication equipment fault
S&T-00302,S&T,Telecom,Communication,C01,C01-S03,C01-WA03,ST01,ST02,MONITORING,HIGH,Communication equipment fault
S&T-00303,S&T,Track Circuit,Track Circuit,C01,C01-S02,C01-WA02,ST01,ST02,IN_SERVICE,MEDIUM,Track circuit intermittent fault
S&T-00304,S&T,Telecom,Communication,C03,C03-S04,C03-WA04,ST03,ST04,MONITORING,HIGH,Communication equipment fault
S&T-00305,S&T,Track Circuit,Track Circuit,C01,C01-S02,C01-WA02,ST01,ST02,MONITORING,CRITICAL,Track circuit intermittent fault
S&T-00306,S&T,Axle Counter,Axle Counter,C04,C04-S03,C04-WA03,ST04,ST05,IN_SERVICE,MEDIUM,Axle counter indication fault
S&T-00307,S&T,Track Circuit,Track Circuit,C02,C02-S03,C02-WA03,ST02,ST03,IN_SERVICE,CRITICAL,Track circuit intermittent fault
S&T-00308,S&T,Axle Counter,Axle Counter,C01,C01-S03,C01-WA03,ST01,ST02,MONITORING,CRITICAL,Axle counter indication fault
S&T-00309,S&T,Axle Counter,Axle Counter,C02,C02-S03,C02-WA03,ST02,ST03,IN_SERVICE,MEDIUM,Axle counter indication fault
S&T-00310,S&T,Signal,Signal,C02,C02-S01,C02-WA01,ST02,ST03,IN_SERVICE,MEDIUM,Signal aspect fault
S&T-00311,S&T,Point Machine,Point Machine,C04,C04-S02,C04-WA02,ST04,ST05,IN_SERVICE,MEDIUM,Point machine abnormality
S&T-00312,S&T,Signal,Signal,C04,C04-S01,C04-WA01,ST04,ST05,MONITORING,CRITICAL,Signal aspect fault
S&T-00313,S&T,Track Circuit,Track Circuit,C02,C02-S01,C02-WA01,ST02,ST03,IN_SERVICE,CRITICAL,Track circuit intermittent fault
S&T-00314,S&T,Point Machine,Point Machine,C02,C02-S03,C02-WA03,ST02,ST03,MONITORING,LOW,Point machine abnormality
S&T-00315,S&T,Track Circuit,Track Circuit,C04,C04-S01,C04-WA01,ST04,ST05,MONITORING,MEDIUM,Track circuit intermittent fault
S&T-00316,S&T,Telecom,Communication,C04,C04-S03,C04-WA03,ST04,ST05,IN_SERVICE,MEDIUM,Communication equipment fault
S&T-00317,S&T,Axle Counter,Axle Counter,C01,C01-S03,C01-WA03,ST01,ST02,MONITORING,CRITICAL,Axle counter indication fault
S&T-00318,S&T,Axle Counter,Axle Counter,C04,C04-S04,C04-WA04,ST04,ST05,MONITORING,HIGH,Axle counter indication fault
S&T-00319,S&T,Axle Counter,Axle Counter,C04,C04-S01,C04-WA01,ST04,ST05,MONITORING,CRITICAL,Axle counter indication fault
S&T-00320,S&T,Track Circuit,Track Circuit,C01,C01-S04,C01-WA04,ST01,ST02,IN_SERVICE,HIGH,Track circuit intermittent fault
S&T-00321,S&T,Telecom,Communication,C02,C02-S03,C02-WA03,ST02,ST03,IN_SERVICE,LOW,Communication equipment fault
S&T-00322,S&T,Axle Counter,Axle Counter,C03,C03-S03,C03-WA03,ST03,ST04,IN_SERVICE,HIGH,Axle counter indication fault
S&T-00323,S&T,Point Machine,Point Machine,C01,C01-S03,C01-WA03,ST01,ST02,MONITORING,MEDIUM,Point machine abnormality
S&T-00324,S&T,Telecom,Communication,C03,C03-S03,C03-WA03,ST03,ST04,MONITORING,MEDIUM,Communication equipment fault
S&T-00325,S&T,Signal,Signal,C03,C03-S01,C03-WA01,ST03,ST04,IN_SERVICE,LOW,Signal aspect fault
S&T-00326,S&T,Telecom,Communication,C04,C04-S03,C04-WA03,ST04,ST05,MONITORING,HIGH,Communication equipment fault
S&T-00327,S&T,Telecom,Communication,C02,C02-S02,C02-WA02,ST02,ST03,IN_SERVICE,MEDIUM,Communication equipment fault
S&T-00328,S&T,Signal,Signal,C01,C01-S01,C01-WA01,ST01,ST02,IN_SERVICE,HIGH,Signal aspect fault
S&T-00329,S&T,Signal,Signal,C01,C01-S02,C01-WA02,ST01,ST02,IN_SERVICE,MEDIUM,Signal aspect fault
S&T-00330,S&T,Telecom,Communication,C02,C02-S01,C02-WA01,ST02,ST03,IN_SERVICE,LOW,Communication equipment fault
S&T-00331,S&T,Signal,Signal,C02,C02-S03,C02-WA03,ST02,ST03,IN_SERVICE,MEDIUM,Signal aspect fault
S&T-00332,S&T,Signal,Signal,C03,C03-S04,C03-WA04,ST03,ST04,IN_SERVICE,CRITICAL,Signal aspect fault
S&T-00333,S&T,Telecom,Communication,C01,C01-S01,C01-WA01,ST01,ST02,IN_SERVICE,LOW,Communication equipment fault
S&T-00334,S&T,Signal,Signal,C01,C01-S03,C01-WA03,ST01,ST02,MONITORING,LOW,Signal aspect fault
S&T-00335,S&T,Signal,Signal,C01,C01-S03,C01-WA03,ST01,ST02,IN_SERVICE,CRITICAL,Signal aspect fault
S&T-00336,S&T,Telecom,Communication,C01,C01-S01,C01-WA01,ST01,ST02,IN_SERVICE,MEDIUM,Communication equipment fault
S&T-00337,S&T,Axle Counter,Axle Counter,C02,C02-S04,C02-WA04,ST02,ST03,IN_SERVICE,CRITICAL,Axle counter indication fault
S&T-00338,S&T,Axle Counter,Axle Counter,C02,C02-S02,C02-WA02,ST02,ST03,IN_SERVICE,CRITICAL,Axle counter indication fault
S&T-00339,S&T,Point Machine,Point Machine,C02,C02-S01,C02-WA01,ST02,ST03,IN_SERVICE,LOW,Point machine abnormality
S&T-00340,S&T,Telecom,Communication,C01,C01-S03,C01-WA03,ST01,ST02,IN_SERVICE,MEDIUM,Communication equipment fault
S&T-00341,S&T,Axle Counter,Axle Counter,C01,C01-S04,C01-WA04,ST01,ST02,IN_SERVICE,HIGH,Axle counter indication fault
S&T-00342,S&T,Axle Counter,Axle Counter,C04,C04-S03,C04-WA03,ST04,ST05,IN_SERVICE,MEDIUM,Axle counter indication fault
S&T-00343,S&T,Point Machine,Point Machine,C02,C02-S03,C02-WA03,ST02,ST03,MONITORING,CRITICAL,Point machine abnormality
S&T-00344,S&T,Point Machine,Point Machine,C01,C01-S01,C01-WA01,ST01,ST02,IN_SERVICE,HIGH,Point machine abnormality
S&T-00345,S&T,Signal,Signal,C03,C03-S04,C03-WA04,ST03,ST04,MONITORING,MEDIUM,Signal aspect fault
S&T-00346,S&T,Point Machine,Point Machine,C01,C01-S03,C01-WA03,ST01,ST02,MONITORING,HIGH,Point machine abnormality
S&T-00347,S&T,Point Machine,Point Machine,C04,C04-S04,C04-WA04,ST04,ST05,IN_SERVICE,LOW,Point machine abnormality
S&T-00348,S&T,Signal,Signal,C02,C02-S02,C02-WA02,ST02,ST03,IN_SERVICE,LOW,Signal aspect fault
S&T-00349,S&T,Signal,Signal,C01,C01-S01,C01-WA01,ST01,ST02,IN_SERVICE,MEDIUM,Signal aspect fault
S&T-00350,S&T,Telecom,Communication,C03,C03-S04,C03-WA04,ST03,ST04,IN_SERVICE,HIGH,Communication equipment fault
S&T-00351,S&T,Telecom,Communication,C02,C02-S03,C02-WA03,ST02,ST03,IN_SERVICE,CRITICAL,Communication equipment fault
S&T-00352,S&T,Axle Counter,Axle Counter,C03,C03-S01,C03-WA01,ST03,ST04,IN_SERVICE,CRITICAL,Axle counter indication fault
S&T-00353,S&T,Track Circuit,Track Circuit,C02,C02-S04,C02-WA04,ST02,ST03,IN_SERVICE,HIGH,Track circuit intermittent fault
S&T-00354,S&T,Point Machine,Point Machine,C02,C02-S01,C02-WA01,ST02,ST03,IN_SERVICE,MEDIUM,Point machine abnormality
S&T-00355,S&T,Signal,Signal,C04,C04-S01,C04-WA01,ST04,ST05,IN_SERVICE,LOW,Signal aspect fault
S&T-00356,S&T,Signal,Signal,C03,C03-S04,C03-WA04,ST03,ST04,IN_SERVICE,LOW,Signal aspect fault
S&T-00357,S&T,Telecom,Communication,C01,C01-S02,C01-WA02,ST01,ST02,IN_SERVICE,MEDIUM,Communication equipment fault
S&T-00358,S&T,Track Circuit,Track Circuit,C01,C01-S02,C01-WA02,ST01,ST02,MONITORING,CRITICAL,Track circuit intermittent fault
S&T-00359,S&T,Track Circuit,Track Circuit,C04,C04-S03,C04-WA03,ST04,ST05,MONITORING,LOW,Track circuit intermittent fault
S&T-00360,S&T,Track Circuit,Track Circuit,C01,C01-S01,C01-WA01,ST01,ST02,MONITORING,MEDIUM,Track circuit intermittent fault
TRA-00361,Traction,OHE,Contact Wire,C01,C01-S02,C01-WA02,ST01,ST02,IN_SERVICE,MEDIUM,Contact wire wear
TRA-00362,Traction,OHE,Fitting,C02,C02-S01,C02-WA01,ST02,ST03,IN_SERVICE,MEDIUM,OHE fitting deterioration
TRA-00363,Traction,Traction Mast,Mast,C01,C01-S02,C01-WA02,ST01,ST02,IN_SERVICE,CRITICAL,Traction mast defect
TRA-00364,Traction,Isolator,Isolator,C04,C04-S03,C04-WA03,ST04,ST05,IN_SERVICE,HIGH,Insulator condition issue
TRA-00365,Traction,Catenary,Catenary,C03,C03-S02,C03-WA02,ST03,ST04,MONITORING,CRITICAL,Catenary alignment issue
TRA-00366,Traction,Catenary,Catenary,C03,C03-S03,C03-WA03,ST03,ST04,IN_SERVICE,CRITICAL,Catenary alignment issue
TRA-00367,Traction,Isolator,Isolator,C01,C01-S02,C01-WA02,ST01,ST02,IN_SERVICE,CRITICAL,Insulator condition issue
TRA-00368,Traction,Traction Mast,Mast,C01,C01-S01,C01-WA01,ST01,ST02,IN_SERVICE,MEDIUM,Traction mast defect
TRA-00369,Traction,OHE,Contact Wire,C03,C03-S01,C03-WA01,ST03,ST04,IN_SERVICE,HIGH,Contact wire wear
TRA-00370,Traction,Isolator,Isolator,C02,C02-S01,C02-WA01,ST02,ST03,IN_SERVICE,MEDIUM,Insulator condition issue
TRA-00371,Traction,Catenary,Catenary,C03,C03-S03,C03-WA03,ST03,ST04,MONITORING,HIGH,Catenary alignment issue
TRA-00372,Traction,OHE,Fitting,C03,C03-S04,C03-WA04,ST03,ST04,IN_SERVICE,MEDIUM,OHE fitting deterioration
TRA-00373,Traction,Traction Mast,Mast,C04,C04-S02,C04-WA02,ST04,ST05,IN_SERVICE,LOW,Traction mast defect
TRA-00374,Traction,OHE,Contact Wire,C01,C01-S04,C01-WA04,ST01,ST02,IN_SERVICE,CRITICAL,Contact wire wear
TRA-00375,Traction,OHE,Fitting,C03,C03-S02,C03-WA02,ST03,ST04,IN_SERVICE,MEDIUM,OHE fitting deterioration
TRA-00376,Traction,OHE,Fitting,C02,C02-S03,C02-WA03,ST02,ST03,MONITORING,HIGH,OHE fitting deterioration
TRA-00377,Traction,Catenary,Catenary,C01,C01-S02,C01-WA02,ST01,ST02,IN_SERVICE,CRITICAL,Catenary alignment issue
TRA-00378,Traction,OHE,Fitting,C01,C01-S02,C01-WA02,ST01,ST02,IN_SERVICE,HIGH,OHE fitting deterioration
TRA-00379,Traction,Catenary,Catenary,C04,C04-S04,C04-WA04,ST04,ST05,IN_SERVICE,CRITICAL,Catenary alignment issue
TRA-00380,Traction,Traction Mast,Mast,C02,C02-S01,C02-WA01,ST02,ST03,IN_SERVICE,MEDIUM,Traction mast defect
TRA-00381,Traction,OHE,Fitting,C04,C04-S02,C04-WA02,ST04,ST05,IN_SERVICE,MEDIUM,OHE fitting deterioration
TRA-00382,Traction,Traction Mast,Mast,C02,C02-S04,C02-WA04,ST02,ST03,MONITORING,MEDIUM,Traction mast defect
TRA-00383,Traction,Catenary,Catenary,C02,C02-S03,C02-WA03,ST02,ST03,IN_SERVICE,HIGH,Catenary alignment issue
TRA-00384,Traction,OHE,Fitting,C04,C04-S02,C04-WA02,ST04,ST05,IN_SERVICE,HIGH,OHE fitting deterioration
TRA-00385,Traction,Catenary,Catenary,C02,C02-S01,C02-WA01,ST02,ST03,IN_SERVICE,MEDIUM,Catenary alignment issue
TRA-00386,Traction,OHE,Fitting,C02,C02-S04,C02-WA04,ST02,ST03,IN_SERVICE,MEDIUM,OHE fitting deterioration
TRA-00387,Traction,Isolator,Isolator,C03,C03-S02,C03-WA02,ST03,ST04,MONITORING,LOW,Insulator condition issue
TRA-00388,Traction,Catenary,Catenary,C01,C01-S02,C01-WA02,ST01,ST02,MONITORING,MEDIUM,Catenary alignment issue
TRA-00389,Traction,Isolator,Isolator,C01,C01-S01,C01-WA01,ST01,ST02,IN_SERVICE,MEDIUM,Insulator condition issue
TRA-00390,Traction,Catenary,Catenary,C04,C04-S03,C04-WA03,ST04,ST05,IN_SERVICE,HIGH,Catenary alignment issue
TRA-00391,Traction,OHE,Contact Wire,C01,C01-S03,C01-WA03,ST01,ST02,IN_SERVICE,MEDIUM,Contact wire wear
TRA-00392,Traction,OHE,Contact Wire,C02,C02-S01,C02-WA01,ST02,ST03,IN_SERVICE,MEDIUM,Contact wire wear
TRA-00393,Traction,Isolator,Isolator,C02,C02-S03,C02-WA03,ST02,ST03,IN_SERVICE,HIGH,Insulator condition issue
TRA-00394,Traction,OHE,Fitting,C03,C03-S04,C03-WA04,ST03,ST04,IN_SERVICE,MEDIUM,OHE fitting deterioration
TRA-00395,Traction,Isolator,Isolator,C01,C01-S04,C01-WA04,ST01,ST02,MONITORING,MEDIUM,Insulator condition issue
TRA-00396,Traction,Traction Mast,Mast,C02,C02-S02,C02-WA02,ST02,ST03,IN_SERVICE,MEDIUM,Traction mast defect
TRA-00397,Traction,Isolator,Isolator,C04,C04-S02,C04-WA02,ST04,ST05,IN_SERVICE,HIGH,Insulator condition issue
TRA-00398,Traction,OHE,Contact Wire,C02,C02-S03,C02-WA03,ST02,ST03,IN_SERVICE,MEDIUM,Contact wire wear
TRA-00399,Traction,Catenary,Catenary,C01,C01-S01,C01-WA01,ST01,ST02,IN_SERVICE,HIGH,Catenary alignment issue
TRA-00400,Traction,Traction Mast,Mast,C04,C04-S04,C04-WA04,ST04,ST05,IN_SERVICE,MEDIUM,Traction mast defect
TRA-00401,Traction,Isolator,Isolator,C03,C03-S02,C03-WA02,ST03,ST04,IN_SERVICE,LOW,Insulator condition issue
TRA-00402,Traction,Isolator,Isolator,C01,C01-S01,C01-WA01,ST01,ST02,MONITORING,MEDIUM,Insulator condition issue
TRA-00403,Traction,OHE,Fitting,C01,C01-S03,C01-WA03,ST01,ST02,MONITORING,MEDIUM,OHE fitting deterioration
